"ms_ensemblID","ms_ensemblID_version","ms_symbol","hu_ensemblID","hu_symbol","hu_ensemblID_version","date"
"ENSMUSG00000024268","ENSMUSG00000024268.17","Celf4","ENSG00000101489","CELF4","ENSG00000101489.20",2024-08-25
"ENSMUSG00000031333","ENSMUSG00000031333.8","Abcb7","ENSG00000131269","ABCB7","ENSG00000131269.19",2024-08-25
"ENSMUSG00000025081","ENSMUSG00000025081.14","Tdrd1","ENSG00000095627","TDRD1","ENSG00000095627.10",2024-08-25
"ENSMUSG00000077737","ENSMUSG00000077737.3","Snord72","ENSG00000212296","SNORD72","ENSG00000212296.1",2024-08-25
"ENSMUSG00000016982","ENSMUSG00000016982.7","Pom121l2","ENSG00000158553","POM121L2","ENSG00000158553.5",2024-08-25
"ENSMUSG00000050697","ENSMUSG00000050697.10","Prkaa1","ENSG00000132356","PRKAA1","ENSG00000132356.12",2024-08-25
"ENSMUSG00000006179","ENSMUSG00000006179.10","Prss16","ENSG00000112812","PRSS16","ENSG00000112812.16",2024-08-25
"ENSMUSG00000021022","ENSMUSG00000021022.10","Ppp2r3c","ENSG00000092020","PPP2R3C","ENSG00000092020.11",2024-08-25
"ENSMUSG00000019235","ENSMUSG00000019235.10","Rps6kl1","ENSG00000198208","RPS6KL1","ENSG00000198208.12",2024-08-25
"ENSMUSG00000073016","ENSMUSG00000073016.4","Uprt","ENSG00000094841","UPRT","ENSG00000094841.14",2024-08-25
"ENSMUSG00000022463","ENSMUSG00000022463.9","Srebf2","ENSG00000198911","SREBF2","ENSG00000198911.13",2024-08-25
"ENSMUSG00000022677","ENSMUSG00000022677.16","Cep20","ENSG00000133393","CEP20","ENSG00000133393.13",2024-08-25
"ENSMUSG00000031340","ENSMUSG00000031340.9","Gabre","ENSG00000102287","GABRE","ENSG00000102287.19",2024-08-25
"ENSMUSG00000057469","ENSMUSG00000057469.9","E2f6","ENSG00000169016","E2F6","ENSG00000169016.17",2024-08-25
"ENSMUSG00000039903","ENSMUSG00000039903.19","Eva1c","ENSG00000166979","EVA1C","ENSG00000166979.13",2024-08-25
"ENSMUSG00000033906","ENSMUSG00000033906.6","Zdhhc15","ENSG00000102383","ZDHHC15","ENSG00000102383.14",2024-08-25
"ENSMUSG00000004791","ENSMUSG00000004791.8","Pgf","ENSG00000119630","PGF","ENSG00000119630.14",2024-08-25
"ENSMUSG00000021275","ENSMUSG00000021275.17","Tecpr2","ENSG00000196663","TECPR2","ENSG00000196663.16",2024-08-25
"ENSMUSG00000022369","ENSMUSG00000022369.14","Mtbp","ENSG00000172167","MTBP","ENSG00000172167.8",2024-08-25
"ENSMUSG00000031224","ENSMUSG00000031224.7","Magee2","ENSG00000186675","MAGEE2","ENSG00000186675.7",2024-08-25
"ENSMUSG00000054728","ENSMUSG00000054728.18","Phactr1","ENSG00000112137","PHACTR1","ENSG00000112137.19",2024-08-25
"ENSMUSG00000088960","ENSMUSG00000088960.3","Gm22090","ENSG00000212370","RNU6-482P","ENSG00000212370.1",2024-08-25
"ENSMUSG00000022972","ENSMUSG00000022972.11","Cfap298","ENSG00000159079","CFAP298","ENSG00000159079.19",2024-08-25
"ENSMUSG00000031343","ENSMUSG00000031343.14","Gabra3","ENSG00000011677","GABRA3","ENSG00000011677.13",2024-08-25
"ENSMUSG00000022790","ENSMUSG00000022790.15","Igsf11","ENSG00000144847","IGSF11","ENSG00000144847.13",2024-08-25
"ENSMUSG00000004788","ENSMUSG00000004788.12","Eif2b2","ENSG00000119718","EIF2B2","ENSG00000119718.11",2024-08-25
"ENSMUSG00000033628","ENSMUSG00000033628.16","Pik3c3","ENSG00000078142","PIK3C3","ENSG00000078142.14",2024-08-25
"ENSMUSG00000024844","ENSMUSG00000024844.16","Banf1","ENSG00000175334","BANF1","ENSG00000175334.8",2024-08-25
"ENSMUSG00000061080","ENSMUSG00000061080.12","Lsamp","ENSG00000185565","LSAMP","ENSG00000185565.13",2024-08-25
"ENSMUSG00000024841","ENSMUSG00000024841.9","Eif1ad","ENSG00000175376","EIF1AD","ENSG00000175376.9",2024-08-25
"ENSMUSG00000021023","ENSMUSG00000021023.15","Prorp","ENSG00000100890","PRORP","ENSG00000100890.16",2024-08-25
"ENSMUSG00000025082","ENSMUSG00000025082.9","Vwa2","ENSG00000165816","VWA2","ENSG00000165816.13",2024-08-25
"ENSMUSG00000077535","ENSMUSG00000077535.4","Gm22543","ENSG00000252474","RNU6-539P","ENSG00000252474.1",2024-08-25
"ENSMUSG00000065465","ENSMUSG00000065465.3","Mir33","ENSG00000207932","MIR33A","ENSG00000207932.1",2024-08-25
"ENSMUSG00000096883","ENSMUSG00000096883.3","Shisa8","ENSG00000234965","SHISA8","ENSG00000234965.3",2024-08-25
"ENSMUSG00000060429","ENSMUSG00000060429.13","Sntb1","ENSG00000172164","SNTB1","ENSG00000172164.15",2024-08-25
"ENSMUSG00002075558","ENSMUSG00002075558.1","Gm54481","ENSG00000251983","RN7SKP157","ENSG00000251983.1",2024-08-25
"ENSMUSG00000047261","ENSMUSG00000047261.10","Gap43","ENSG00000172020","GAP43","ENSG00000172020.13",2024-08-25
"ENSMUSG00000031290","ENSMUSG00000031290.15","Lrch2","ENSG00000130224","LRCH2","ENSG00000130224.15",2024-08-25
"ENSMUSG00000068617","ENSMUSG00000068617.6","Clxn","ENSG00000034239","CLXN","ENSG00000034239.11",2024-08-25
"ENSMUSG00000022151","ENSMUSG00000022151.17","Ttc33","ENSG00000113638","TTC33","ENSG00000113638.14",2024-08-25
"ENSMUSG00000039148","ENSMUSG00000039148.6","Sart1","ENSG00000175467","SART1","ENSG00000175467.15",2024-08-25
"ENSMUSG00000021245","ENSMUSG00000021245.16","Mlh3","ENSG00000119684","MLH3","ENSG00000119684.16",2024-08-25
"ENSMUSG00000068105","ENSMUSG00000068105.12","Tnfrsf13c","ENSG00000159958","TNFRSF13C","ENSG00000159958.7",2024-08-25
"ENSMUSG00000039330","ENSMUSG00000039330.6","Tsga10ip","ENSG00000175513","TSGA10IP","ENSG00000175513.10",2024-08-25
"ENSMUSG00000022973","ENSMUSG00000022973.19","Synj1","ENSG00000159082","SYNJ1","ENSG00000159082.18",2024-08-25
"ENSMUSG00000022367","ENSMUSG00000022367.8","Has2","ENSG00000170961","HAS2","ENSG00000170961.7",2024-08-25
"ENSMUSG00000057455","ENSMUSG00000057455.13","Rit2","ENSG00000152214","RIT2","ENSG00000152214.14",2024-08-25
"ENSMUSG00000024914","ENSMUSG00000024914.17","Drap1","ENSG00000175550","DRAP1","ENSG00000175550.8",2024-08-25
"ENSMUSG00000021368","ENSMUSG00000021368.16","Tbc1d7","ENSG00000145979","TBC1D7","ENSG00000145979.18",2024-08-25
"ENSMUSG00000024578","ENSMUSG00000024578.4","Il17b","ENSG00000127743","IL17B","ENSG00000127743.6",2024-08-25
"ENSMUSG00000024579","ENSMUSG00000024579.8","Pcyox1l","ENSG00000145882","PCYOX1L","ENSG00000145882.11",2024-08-25
"ENSMUSG00000020580","ENSMUSG00000020580.11","Rock2","ENSG00000134318","ROCK2","ENSG00000134318.16",2024-08-25
"ENSMUSG00000024580","ENSMUSG00000024580.9","Grpel2","ENSG00000164284","GRPEL2","ENSG00000164284.15",2024-08-25
"ENSMUSG00000031226","ENSMUSG00000031226.14","Pbdc1","ENSG00000102390","PBDC1","ENSG00000102390.11",2024-08-25
"ENSMUSG00000033032","ENSMUSG00000033032.16","Afap1l1","ENSG00000157510","AFAP1L1","ENSG00000157510.14",2024-08-25
"ENSMUSG00000047423","ENSMUSG00000047423.11","AI837181","ENSG00000175573","C11orf68","ENSG00000175573.7",2024-08-25
"ENSMUSG00000024912","ENSMUSG00000024912.7","Fosl1","ENSG00000175592","FOSL1","ENSG00000175592.9",2024-08-25
"ENSMUSG00000095098","ENSMUSG00000095098.3","Ccdc85b","ENSG00000175602","CCDC85B","ENSG00000175602.4",2024-08-25
"ENSMUSG00000031227","ENSMUSG00000031227.9","Magee1","ENSG00000198934","MAGEE1","ENSG00000198934.5",2024-08-25
"ENSMUSG00000051335","ENSMUSG00000051335.7","Gfod1","ENSG00000145990","GFOD1","ENSG00000145990.11",2024-08-25
"ENSMUSG00000025083","ENSMUSG00000025083.19","Afap1l2","ENSG00000169129","AFAP1L2","ENSG00000169129.16",2024-08-25
"ENSMUSG00000039942","ENSMUSG00000039942.16","Ptger4","ENSG00000171522","PTGER4","ENSG00000171522.6",2024-08-25
"ENSMUSG00000032735","ENSMUSG00000032735.16","Ablim3","ENSG00000173210","ABLIM3","ENSG00000173210.21",2024-08-25
"ENSMUSG00000022674","ENSMUSG00000022674.16","Ube2v2","ENSG00000169139","UBE2V2","ENSG00000169139.12",2024-08-25
"ENSMUSG00000031230","ENSMUSG00000031230.4","Fgf16","ENSG00000196468","FGF16","ENSG00000196468.8",2024-08-25
"ENSMUSG00000022673","ENSMUSG00000022673.6","Mcm4","ENSG00000104738","MCM4","ENSG00000104738.19",2024-08-25
"ENSMUSG00000031093","ENSMUSG00000031093.15","Dock11","ENSG00000147251","DOCK11","ENSG00000147251.16",2024-08-25
"ENSMUSG00000045064","ENSMUSG00000045064.6","Zc2hc1c","ENSG00000119703","ZC2HC1C","ENSG00000119703.15",2024-08-25
"ENSMUSG00000045629","ENSMUSG00000045629.9","Sh3tc2","ENSG00000169247","SH3TC2","ENSG00000169247.14",2024-08-25
"ENSMUSG00000058794","ENSMUSG00000058794.13","Nfe2","ENSG00000123405","NFE2","ENSG00000123405.14",2024-08-25
"ENSMUSG00000034290","ENSMUSG00000034290.10","Nek9","ENSG00000119638","NEK9","ENSG00000119638.14",2024-08-25
"ENSMUSG00000054021","ENSMUSG00000054021.7","Sirt5","ENSG00000124523","SIRT5","ENSG00000124523.17",2024-08-25
"ENSMUSG00000022974","ENSMUSG00000022974.13","Paxbp1","ENSG00000159086","PAXBP1","ENSG00000159086.15",2024-08-25
"ENSMUSG00000068101","ENSMUSG00000068101.12","Cenpm","ENSG00000100162","CENPM","ENSG00000100162.15",2024-08-25
"ENSMUSG00000021248","ENSMUSG00000021248.10","Tmed10","ENSG00000170348","TMED10","ENSG00000170348.9",2024-08-25
"ENSMUSG00000045679","ENSMUSG00000045679.15","Slc66a3","ENSG00000162976","SLC66A3","ENSG00000162976.13",2024-08-25
"ENSMUSG00000045730","ENSMUSG00000045730.5","Adrb2","ENSG00000169252","ADRB2","ENSG00000169252.6",2024-08-25
"ENSMUSG00000024400","ENSMUSG00000024400.17","Wdr33","ENSG00000136709","WDR33","ENSG00000136709.12",2024-08-25
"ENSMUSG00000024911","ENSMUSG00000024911.8","Fibp","ENSG00000172500","FIBP","ENSG00000172500.13",2024-08-25
"ENSMUSG00000034617","ENSMUSG00000034617.8","Mtrr","ENSG00000124275","MTRR","ENSG00000124275.15",2024-08-25
"ENSMUSG00000071757","ENSMUSG00000071757.11","Zhx2","ENSG00000178764","ZHX2","ENSG00000178764.8",2024-08-25
"ENSMUSG00000068099","ENSMUSG00000068099.6","Smim45","ENSG00000205704","SMIM45","ENSG00000205704.9",2024-08-25
"ENSMUSG00000021250","ENSMUSG00000021250.14","Fos","ENSG00000170345","FOS","ENSG00000170345.10",2024-08-25
"ENSMUSG00000022365","ENSMUSG00000022365.7","Derl1","ENSG00000136986","DERL1","ENSG00000136986.10",2024-08-25
"ENSMUSG00000024910","ENSMUSG00000024910.6","Ctsw","ENSG00000172543","CTSW","ENSG00000172543.9",2024-08-25
"ENSMUSG00000039851","ENSMUSG00000039851.12","4932438H23Rik","ENSG00000205929","C21orf62","ENSG00000205929.11",2024-08-25
"ENSMUSG00000034271","ENSMUSG00000034271.17","Jdp2","ENSG00000140044","JDP2","ENSG00000140044.13",2024-08-25
"ENSMUSG00000060992","ENSMUSG00000060992.10","Copz1","ENSG00000111481","COPZ1","ENSG00000111481.10",2024-08-25
"ENSMUSG00000044982","ENSMUSG00000044982.8","Sft2d3","ENSG00000173349","SFT2D3","ENSG00000173349.6",2024-08-25
"ENSMUSG00000063200","ENSMUSG00000063200.5","Nol7","ENSG00000225921","NOL7","ENSG00000225921.7",2024-08-25
"ENSMUSG00000026322","ENSMUSG00000026322.10","Htr4","ENSG00000164270","HTR4","ENSG00000164270.19",2024-08-25
"ENSMUSG00000022708","ENSMUSG00000022708.17","Zbtb20","ENSG00000181722","ZBTB20","ENSG00000181722.18",2024-08-25
"ENSMUSG00000034266","ENSMUSG00000034266.7","Batf","ENSG00000156127","BATF","ENSG00000156127.8",2024-08-25
"ENSMUSG00000065560","ENSMUSG00000065560.3","Mir148b","ENSG00000199122","MIR148B","ENSG00000199122.3",2024-08-25
"ENSMUSG00000034258","ENSMUSG00000034258.5","Flvcr2","ENSG00000119686","FLVCR2","ENSG00000119686.10",2024-08-25
"ENSMUSG00000024909","ENSMUSG00000024909.16","Efemp2","ENSG00000172638","EFEMP2","ENSG00000172638.13",2024-08-25
"ENSMUSG00000000552","ENSMUSG00000000552.11","Zfp385a","ENSG00000161642","ZNF385A","ENSG00000161642.18",2024-08-25
"ENSMUSG00000020571","ENSMUSG00000020571.14","Pdia6","ENSG00000143870","PDIA6","ENSG00000143870.13",2024-08-25
"ENSMUSG00000021532","ENSMUSG00000021532.12","Fastkd3","ENSG00000124279","FASTKD3","ENSG00000124279.12",2024-08-25
"ENSMUSG00000024395","ENSMUSG00000024395.10","Lims2","ENSG00000072163","LIMS2","ENSG00000072163.20",2024-08-25
"ENSMUSG00000022364","ENSMUSG00000022364.15","Tbc1d31","ENSG00000156787","TBC1D31","ENSG00000156787.17",2024-08-25
"ENSMUSG00000052229","ENSMUSG00000052229.6","Gpr17","ENSG00000144230","GPR17","ENSG00000144230.17",2024-08-25
"ENSMUSG00000021252","ENSMUSG00000021252.12","Erg28","ENSG00000133935","ERG28","ENSG00000133935.7",2024-08-25
"ENSMUSG00000021938","ENSMUSG00000021938.13","Pspc1","ENSG00000121390","PSPC1","ENSG00000121390.19",2024-08-25
"ENSMUSG00000024388","ENSMUSG00000024388.12","Myo7b","ENSG00000169994","MYO7B","ENSG00000169994.20",2024-08-25
"ENSMUSG00000046351","ENSMUSG00000046351.12","Zfp322a","ENSG00000181315","ZNF322","ENSG00000181315.11",2024-08-25
"ENSMUSG00000020566","ENSMUSG00000020566.20","Atp6v1c2","ENSG00000143882","ATP6V1C2","ENSG00000143882.12",2024-08-25
"ENSMUSG00000024906","ENSMUSG00000024906.11","Mus81","ENSG00000172732","MUS81","ENSG00000172732.12",2024-08-25
"ENSMUSG00000000555","ENSMUSG00000000555.9","Itga5","ENSG00000161638","ITGA5","ENSG00000161638.11",2024-08-25
"ENSMUSG00000021534","ENSMUSG00000021534.9","Cfap90","ENSG00000215217","CFAP90","ENSG00000215217.7",2024-08-25
"ENSMUSG00000055639","ENSMUSG00000055639.17","Dach1","ENSG00000276644","DACH1","ENSG00000276644.5",2024-08-25
"ENSMUSG00000036376","ENSMUSG00000036376.4","Abt1","ENSG00000146109","ABT1","ENSG00000146109.5",2024-08-25
"ENSMUSG00000000706","ENSMUSG00000000706.17","Btn1a1","ENSG00000124557","BTN1A1","ENSG00000124557.14",2024-08-25
"ENSMUSG00000024384","ENSMUSG00000024384.5","Iws1","ENSG00000163166","IWS1","ENSG00000163166.15",2024-08-25
"ENSMUSG00000071552","ENSMUSG00000071552.6","Tigit","ENSG00000181847","TIGIT","ENSG00000181847.12",2024-08-25
"ENSMUSG00000021536","ENSMUSG00000021536.8","Adcy2","ENSG00000078295","ADCY2","ENSG00000078295.17",2024-08-25
"ENSMUSG00000022672","ENSMUSG00000022672.9","Prkdc","ENSG00000253729","PRKDC","ENSG00000253729.9",2024-08-25
"ENSMUSG00000031229","ENSMUSG00000031229.17","Atrx","ENSG00000085224","ATRX","ENSG00000085224.23",2024-08-25
"ENSMUSG00000022456","ENSMUSG00000022456.19","Septin3","ENSG00000100167","SEPTIN3","ENSG00000100167.21",2024-08-25
"ENSMUSG00000056185","ENSMUSG00000056185.6","Snx32","ENSG00000172803","SNX32","ENSG00000172803.18",2024-08-25
"ENSMUSG00000040123","ENSMUSG00000040123.18","Zmym5","ENSG00000132950","ZMYM5","ENSG00000132950.19",2024-08-25
"ENSMUSG00000038546","ENSMUSG00000038546.10","Ranbp9","ENSG00000010017","RANBP9","ENSG00000010017.13",2024-08-25
"ENSMUSG00000061458","ENSMUSG00000061458.10","Nol10","ENSG00000115761","NOL10","ENSG00000115761.17",2024-08-25
"ENSMUSG00000100937","ENSMUSG00000100937.2","Nscme3l","ENSG00000185115","NSMCE3","ENSG00000185115.6",2024-08-25
"ENSMUSG00000024922","ENSMUSG00000024922.3","Ovol1","ENSG00000172818","OVOL1","ENSG00000172818.10",2024-08-25
"ENSMUSG00000037572","ENSMUSG00000037572.18","Wdhd1","ENSG00000198554","WDHD1","ENSG00000198554.12",2024-08-25
"ENSMUSG00000049562","ENSMUSG00000049562.7","Ap5b1","ENSG00000254470","AP5B1","ENSG00000254470.3",2024-08-25
"ENSMUSG00000024383","ENSMUSG00000024383.10","Map3k2","ENSG00000169967","MAP3K2","ENSG00000169967.17",2024-08-25
"ENSMUSG00000024925","ENSMUSG00000024925.12","Rnaseh2c","ENSG00000172922","RNASEH2C","ENSG00000172922.11",2024-08-25
"ENSMUSG00000011179","ENSMUSG00000011179.9","Odc1","ENSG00000115758","ODC1","ENSG00000115758.14",2024-08-25
"ENSMUSG00000021371","ENSMUSG00000021371.6","Mcur1","ENSG00000050393","MCUR1","ENSG00000050393.12",2024-08-25
"ENSMUSG00000024382","ENSMUSG00000024382.14","Ercc3","ENSG00000163161","ERCC3","ENSG00000163161.14",2024-08-25
"ENSMUSG00000022455","ENSMUSG00000022455.5","Wbp2nl","ENSG00000183066","WBP2NL","ENSG00000183066.14",2024-08-25
"ENSMUSG00000044164","ENSMUSG00000044164.3","Rnf182","ENSG00000180537","RNF182","ENSG00000180537.13",2024-08-25
"ENSMUSG00000024921","ENSMUSG00000024921.18","Smarca2","ENSG00000080503","SMARCA2","ENSG00000080503.25",2024-08-25
"ENSMUSG00000022453","ENSMUSG00000022453.9","Naga","ENSG00000198951","NAGA","ENSG00000198951.12",2024-08-25
"ENSMUSG00000064427","ENSMUSG00000064427.3","Gm22748","ENSG00000206633","SNORA80B","ENSG00000206633.1",2024-08-25
"ENSMUSG00000015396","ENSMUSG00000015396.5","Cd83","ENSG00000112149","CD83","ENSG00000112149.10",2024-08-25
"ENSMUSG00000071379","ENSMUSG00000071379.3","Hpcal1","ENSG00000115756","HPCAL1","ENSG00000115756.13",2024-08-25
"ENSMUSG00000053216","ENSMUSG00000053216.16","Btn2a2","ENSG00000124508","BTN2A2","ENSG00000124508.17",2024-08-25
"ENSMUSG00000024381","ENSMUSG00000024381.17","Bin1","ENSG00000136717","BIN1","ENSG00000136717.15",2024-08-25
"ENSMUSG00000022705","ENSMUSG00000022705.6","Drd3","ENSG00000151577","DRD3","ENSG00000151577.14",2024-08-25
"ENSMUSG00000048379","ENSMUSG00000048379.10","Socs4","ENSG00000180008","SOCS4","ENSG00000180008.9",2024-08-25
"ENSMUSG00000021945","ENSMUSG00000021945.10","Zmym2","ENSG00000121741","ZMYM2","ENSG00000121741.17",2024-08-25
"ENSMUSG00000049687","ENSMUSG00000049687.6","Pheta2","ENSG00000177096","PHETA2","ENSG00000177096.9",2024-08-25
"ENSMUSG00000071637","ENSMUSG00000071637.6","Cebpd","ENSG00000221869","CEBPD","ENSG00000221869.5",2024-08-25
"ENSMUSG00000022704","ENSMUSG00000022704.17","Qtrt2","ENSG00000151576","QTRT2","ENSG00000151576.10",2024-08-25
"ENSMUSG00000022452","ENSMUSG00000022452.17","Smdt1","ENSG00000183172","SMDT1","ENSG00000183172.9",2024-08-25
"ENSMUSG00000006611","ENSMUSG00000006611.16","Hfe","ENSG00000010704","HFE","ENSG00000010704.19",2024-08-25
"ENSMUSG00000031232","ENSMUSG00000031232.18","Magt1","ENSG00000102158","MAGT1","ENSG00000102158.22",2024-08-25
"ENSMUSG00000022487","ENSMUSG00000022487.15","Gtsf1","ENSG00000170627","GTSF1","ENSG00000170627.11",2024-08-25
"ENSMUSG00000036181","ENSMUSG00000036181.3","H1f2","ENSG00000187837","H1-2","ENSG00000187837.4",2024-08-25
"ENSMUSG00000075031","ENSMUSG00000075031.5","H2bc3","ENSG00000276410","H2BC3","ENSG00000276410.4",2024-08-25
"ENSMUSG00000041974","ENSMUSG00000041974.11","Spidr","ENSG00000164808","SPIDR","ENSG00000164808.17",2024-08-25
"ENSMUSG00000109238","ENSMUSG00000109238.3","Tex51","ENSG00000237524","TEX51","ENSG00000237524.11",2024-08-25
"ENSMUSG00000009470","ENSMUSG00000009470.18","Tnpo1","ENSG00000083312","TNPO1","ENSG00000083312.19",2024-08-25
"ENSMUSG00000090523","ENSMUSG00000090523.3","Gypc","ENSG00000136732","GYPC","ENSG00000136732.16",2024-08-25
"ENSMUSG00000024379","ENSMUSG00000024379.5","Tslp","ENSG00000145777","TSLP","ENSG00000145777.15",2024-08-25
"ENSMUSG00000050335","ENSMUSG00000050335.18","Lgals3","ENSG00000131981","LGALS3","ENSG00000131981.16",2024-08-25
"ENSMUSG00000049792","ENSMUSG00000049792.7","Bag5","ENSG00000166170","BAG5","ENSG00000166170.12",2024-08-25
"ENSMUSG00000038299","ENSMUSG00000038299.17","Wdr36","ENSG00000134987","WDR36","ENSG00000134987.13",2024-08-25
"ENSMUSG00000037787","ENSMUSG00000037787.15","Coa8","ENSG00000256053","COA8","ENSG00000256053.9",2024-08-25
"ENSMUSG00000041957","ENSMUSG00000041957.16","Pkp2","ENSG00000057294","PKP2","ENSG00000057294.18",2024-08-25
"ENSMUSG00000031231","ENSMUSG00000031231.5","Cox7b","ENSG00000131174","COX7B","ENSG00000131174.7",2024-08-25
"ENSMUSG00000022450","ENSMUSG00000022450.7","Ndufa6","ENSG00000184983","NDUFA6","ENSG00000184983.11",2024-08-25
"ENSMUSG00000021028","ENSMUSG00000021028.9","Mbip","ENSG00000151332","MBIP","ENSG00000151332.20",2024-08-25
"ENSMUSG00000022064","ENSMUSG00000022064.11","Pibf1","ENSG00000083535","PIBF1","ENSG00000083535.16",2024-08-25
"ENSMUSG00000025269","ENSMUSG00000025269.17","Apex2","ENSG00000169188","APEX2","ENSG00000169188.5",2024-08-25
"ENSMUSG00000001496","ENSMUSG00000001496.16","Nkx2-1","ENSG00000136352","NKX2-1","ENSG00000136352.20",2024-08-25
"ENSMUSG00000022701","ENSMUSG00000022701.19","Ccdc191","ENSG00000163617","CCDC191","ENSG00000163617.11",2024-08-25
"ENSMUSG00000038128","ENSMUSG00000038128.8","Camk4","ENSG00000152495","CAMK4","ENSG00000152495.11",2024-08-25
"ENSMUSG00000058669","ENSMUSG00000058669.8","Nkx2-9","ENSG00000136327","NKX2-8","ENSG00000136327.7",2024-08-25
"ENSMUSG00000001497","ENSMUSG00000001497.19","Pax9","ENSG00000198807","PAX9","ENSG00000198807.13",2024-08-25
"ENSMUSG00000024378","ENSMUSG00000024378.10","Stard4","ENSG00000164211","STARD4","ENSG00000164211.13",2024-08-25
"ENSMUSG00000007817","ENSMUSG00000007817.16","Zmiz1","ENSG00000108175","ZMIZ1","ENSG00000108175.19",2024-08-25
"ENSMUSG00000049539","ENSMUSG00000049539.4","H1f1","ENSG00000124610","H1-1","ENSG00000124610.5",2024-08-25
"ENSMUSG00000022488","ENSMUSG00000022488.10","Nckap1l","ENSG00000123338","NCKAP1L","ENSG00000123338.13",2024-08-25
"ENSMUSG00000022792","ENSMUSG00000022792.17","Yars2","ENSG00000139131","YARS2","ENSG00000139131.13",2024-08-25
"ENSMUSG00000064140","ENSMUSG00000064140.4","Trim38","ENSG00000112343","TRIM38","ENSG00000112343.11",2024-08-25
"ENSMUSG00000042834","ENSMUSG00000042834.16","Nrep","ENSG00000134986","NREP","ENSG00000134986.14",2024-08-25
"ENSMUSG00000025270","ENSMUSG00000025270.14","Alas2","ENSG00000158578","ALAS2","ENSG00000158578.21",2024-08-25
"ENSMUSG00000036304","ENSMUSG00000036304.15","Zdhhc23","ENSG00000184307","ZDHHC23","ENSG00000184307.17",2024-08-25
"ENSMUSG00000050919","ENSMUSG00000050919.11","Zfp366","ENSG00000178175","ZNF366","ENSG00000178175.12",2024-08-25
"ENSMUSG00000021650","ENSMUSG00000021650.8","Ptcd2","ENSG00000049883","PTCD2","ENSG00000049883.15",2024-08-25
"ENSMUSG00000024376","ENSMUSG00000024376.8","Epb41l4a","ENSG00000129595","EPB41L4A","ENSG00000129595.14",2024-08-25
"ENSMUSG00000022967","ENSMUSG00000022967.14","Ifnar1","ENSG00000142166","IFNAR1","ENSG00000142166.15",2024-08-25
"ENSMUSG00000036110","ENSMUSG00000036110.15","Slc17a2","ENSG00000112337","SLC17A2","ENSG00000112337.11",2024-08-25
"ENSMUSG00000033792","ENSMUSG00000033792.13","Atp7a","ENSG00000165240","ATP7A","ENSG00000165240.22",2024-08-25
"ENSMUSG00000037106","ENSMUSG00000037106.9","Fer1l6","ENSG00000214814","FER1L6","ENSG00000214814.7",2024-08-25
"ENSMUSG00000005148","ENSMUSG00000005148.9","Klf5","ENSG00000102554","KLF5","ENSG00000102554.14",2024-08-25
"ENSMUSG00000041632","ENSMUSG00000041632.8","Mrps27","ENSG00000113048","MRPS27","ENSG00000113048.19",2024-08-25
"ENSMUSG00000084700","ENSMUSG00000084700.4","Gm22984","ENSG00000222810","RNU2-68P","ENSG00000222810.1",2024-08-25
"ENSMUSG00000022965","ENSMUSG00000022965.9","Ifngr2","ENSG00000159128","IFNGR2","ENSG00000159128.16",2024-08-25
